model_rank,batter_name,team,opponent,opposing_pitcher,lineup_slot,venue,park_hr_factor,hr_rating,rating,baseline_rating,matchup_rating,pitcher_vulnerability_rating,pitch_matchup_edge_rating,park_rating,weather_rating,lineup_context_rating,weather_temperature_f,weather_wind_mph,weather_wind_direction_deg,recent_power_rating,barrel_rating,contact_quality_rating,exit_velocity_rating,key_factors,expected_lineup,production_score,ranking_score
183,Justin Crawford,Philadelphia Phillies,Atlanta Braves,Grant Holmes,9,Citizens Bank Park,115.0,1.7,,1.6,1.6,6.4,1.6,6.2,6.5,2.0,77.9,4.5981454,7.0,3.6,1.6,9.2,4.8,Weather + Pitcher vulnerability,False,0.30833333333333335,0.30833333333333335
184,Steven Kwan,Cleveland Guardians,Baltimore Orioles,Trevor Rogers,1,Oriole Park at Camden Yards,110.0,1.6,,3.5,1.6,4.2,1.6,6.0,6.5,10.0,79.52,4.0389115,34.0,3.6,2.2,1.2,1.1,Lineup context + Weather,False,0.3076388888888889,0.3076388888888889
185,Myles Straw,Toronto Blue Jays,Athletics,Jacob Lopez,9,Sutter Health Park,100.0,1.6,,4.1,1.6,4.7,1.6,5.5,5.8,2.0,89.06,2.1126614,354.0,3.6,2.7,2.8,1.5,Weather + Ballpark,False,0.30083333333333334,0.30083333333333334
186,Christian Moore,Los Angeles Angels,Boston Red Sox,Brayan Bello,6,Fenway Park,92.0,1.5,,4.6,1.6,1.7,1.6,5.1,6.6,5.0,77.36,6.2758471,333.0,3.6,3.6,8.7,3.4,Weather + Ballpark,False,0.28930555555555554,0.28930555555555554
187,Mike Trout,Los Angeles Angels,Boston Red Sox,Brayan Bello,2,Fenway Park,92.0,1.5,,3.5,3.4,1.7,3.4,5.1,6.6,9.0,77.36,6.2758471,333.0,3.6,5.5,2.1,3.8,Lineup context + Weather,False,0.28694444444444445,0.28694444444444445
188,Alika Williams,Athletics,Toronto Blue Jays,Dylan Cease,8,Sutter Health Park,100.0,1.5,,2.9,4.2,2.1,4.2,5.5,5.8,3.0,89.06,2.1126614,354.0,9.2,1.6,8.8,2.0,Recent power + Weather,False,0.2833333333333333,0.2833333333333333
189,Rece Hinds,Baltimore Orioles,Cleveland Guardians,Joey Cantillo,8,Oriole Park at Camden Yards,110.0,1.4,,4.6,1.6,3.4,1.6,6.0,6.5,3.0,79.52,4.0389115,34.0,3.6,1.6,1.1,1.0,Weather + Ballpark,False,0.27986111111111117,0.27986111111111117
190,Vaughn Grissom,Los Angeles Angels,Boston Red Sox,Brayan Bello,4,Fenway Park,92.0,1.4,,2.4,4.1,1.7,4.1,5.1,6.6,7.0,77.36,6.2758471,333.0,7.7,6.4,3.9,2.2,Recent power + Lineup context,False,0.2725,0.2725
191,Petey Halpin,Cleveland Guardians,Baltimore Orioles,Trevor Rogers,8,Oriole Park at Camden Yards,110.0,1.3,,1.7,4.7,4.2,4.7,6.0,6.5,3.0,79.52,4.0389115,34.0,3.6,3.3,2.0,1.4,Weather + Ballpark,False,0.26958333333333334,0.26958333333333334
192,Nick Morabito,New York Mets,Miami Marlins,Eury Pérez,9,loanDepot park,135.0,1.3,,3.9,1.6,2.5,1.6,7.1,6.0,2.0,87.08000000000001,6.2758471,153.0,3.6,1.6,2.5,9.1,Ballpark + Weather,False,0.26888888888888884,0.26888888888888884
193,Alex Freeland,Los Angeles Dodgers,Cincinnati Reds,Chase Burns,9,UNIQLO Field at Dodger Stadium,124.0,1.2,,2.2,1.6,3.8,1.6,6.6,5.5,2.0,,,,3.6,6.0,3.4,5.4,Ballpark + Weather,False,0.24944444444444447,0.24944444444444447
194,Carlos Cortes,Athletics,Toronto Blue Jays,Dylan Cease,5,Sutter Health Park,100.0,1.2,,3.4,2.6,2.1,2.6,5.5,5.8,6.0,89.06,2.1126614,354.0,3.6,1.6,2.3,2.6,Lineup context + Weather,False,0.24208333333333334,0.24208333333333334
195,Matthew Lugo,Kansas City Royals,Arizona Diamondbacks,Derek Law,8,Kauffman Stadium,168.0,1.1,,4.0,1.6,1.2,1.6,8.6,6.6,3.0,80.78,7.456452,129.0,3.6,1.6,1.3,4.7,Ballpark + Weather,False,0.22999999999999998,0.22999999999999998
196,Wade Meckler,Los Angeles Angels,Boston Red Sox,Brayan Bello,3,Fenway Park,92.0,1.1,,1.4,2.7,1.7,2.7,5.1,6.6,8.0,77.36,6.2758471,333.0,3.6,2.4,4.8,4.3,Lineup context + Weather,False,0.2001388888888889,0.2001388888888889
197,Tyler Heineman,Los Angeles Angels,Boston Red Sox,Brayan Bello,9,Fenway Park,92.0,1.0,Avoid,3.2,1.6,1.7,1.6,5.1,6.6,2.0,77.36,6.2758471,333.0,3.6,1.6,1.6,1.1,Weather + Ballpark,False,0.17847222222222223,0.17847222222222223
198,Kyren Paris,Los Angeles Angels,Boston Red Sox,Brayan Bello,8,Fenway Park,92.0,1.0,Avoid,1.3,1.6,1.7,1.6,5.1,6.6,3.0,77.36,6.2758471,333.0,3.6,1.6,1.0,1.7,Weather + Ballpark,False,0.12069444444444445,0.12069444444444445
